Average,CL Appearances,Compression Ratio,Average,CL Appearances,Compression Ratio,Average,CL Appearances,Compression Ratio,Average,CL Appearances,Compression Ratio,CLs Processed
2to10 Buffer,2to10 Buffer,2to10 Buffer,11to100 Buffer,11to100 Buffer,11to100 Buffer,101to1000 Buffer,101to1000 Buffer,101to1000 Buffer,1001+ Buffer,1001+ Buffer,1001+ Buffer,
2.613607188703466,779,0.2174534851947308,23.52,25,0.5651489518205223,446.0,1,8.12864206611908,0.0,0,0.0,24471
2.617157490396927,781,0.21740510080351613,23.72,25,0.5716475656343981,449.0,1,8.19316426887751,0.0,0,0.0,24606
2.6017925736235594,781,0.21379119695916018,23.074074074074073,27,0.5813072970256843,450.0,1,8.188766225888633,0.0,0,0.0,24729
2.575641025641026,780,0.20795172690241615,21.677419354838708,31,0.5854288392256405,455.0,1,8.319937306594865,0.0,0,0.0,24883
2.461038961038961,770,0.1862710720601043,18.86046511627907,43,0.6109293129888694,456.0,1,8.305148380397013,0.0,0,0.0,25037
2.460543337645537,773,0.1859633405468414,18.953488372093023,43,0.613808035574021,459.0,1,8.371652229198125,0.0,0,0.0,25166
2.4690721649484537,776,0.18671280214868521,18.886363636363637,44,0.6194327734861342,460.0,1,8.351422820381261,0.0,0,0.0,25337
2.3800259403372244,771,0.1714500687205593,17.735849056603772,53,0.6544850670595354,464.0,1,8.451929493974012,0.0,0,0.0,25473
2.3821243523316062,772,0.17105531760788065,17.88679245283019,53,0.6621116456572831,467.0,1,8.515775087856307,0.0,0,0.0,25610
2.382923673997413,773,0.170466635888898,18.20754716981132,53,0.6823675878235242,470.0,1,8.578973940735562,0.0,0,0.0,25749
2.3797953964194374,782,0.17092351637283673,18.60377358490566,53,0.707935654923275,471.0,1,8.561653351858284,0.0,0,0.0,25911
2.37992376111817,787,0.17059960980421496,18.90566037735849,53,0.7249979600487277,482.0,1,8.891423322744842,0.0,0,0.0,26129
2.380352644836272,794,0.17092308418147314,18.962264150943398,53,0.7240255108733754,482.0,1,8.826564340260628,0.0,0,0.0,26321
2.3819095477386933,796,0.17059269831573914,19.28301886792453,53,0.7444281072420529,485.0,1,8.885468212896159,0.0,0,0.0,26473
2.381727158948686,799,0.17021281295926652,19.58490566037736,53,0.7634494545392706,488.0,1,8.943367883430975,0.0,0,0.0,26628
2.380299251870324,802,0.16980535395442634,19.69811320754717,53,0.7684914121330062,490.0,1,8.972346786248131,0.0,0,0.0,26760
2.3728179551122195,802,0.16761219630952315,19.654545454545456,55,0.7886623473037727,492.0,1,8.985300668151448,0.0,0,0.0,26940
2.373134328358209,804,0.16728019427026242,20.036363636363635,55,0.815726050216962,493.0,1,8.979200531993499,0.0,0,0.0,27068
2.3763975155279504,805,0.16712184571740935,20.09090909090909,55,0.816133172026121,498.0,1,9.117123740901404,0.0,0,0.0,27202
2.3804213135068153,807,0.16715855180752276,20.2,55,0.820375785933616,500.0,1,9.138762977043427,0.0,0,0.0,27356
2.3851851851851853,810,0.16752136752136754,20.490909090909092,55,0.8395104895104896,503.0,1,9.19765159226407,0.0,0,0.0,27508
2.3790123456790124,810,0.16577554025180652,20.517857142857142,56,0.8524993800948454,504.0,1,9.185506617487524,0.0,0,0.0,27654
2.3793103448275863,812,0.16550234333778205,20.607142857142858,56,0.8561887617333163,509.0,1,9.327848784878487,0.0,0,0.0,27775
2.380778588807786,822,0.16490350740768872,20.964285714285715,56,0.8711004257298588,525.0,1,9.755255892970906,0.0,0,0.0,28254
2.380894800483676,827,0.16500587315308712,21.089285714285715,56,0.8766480035398765,528.0,1,9.812537397486889,0.0,0,0.0,28411
2.3891566265060242,830,0.1659554991719716,21.214285714285715,56,0.8828139074040714,529.0,1,9.802473027882863,0.0,0,0.0,28548
2.3971119133574006,831,0.1662505024513593,21.535714285714285,56,0.9042570652660479,533.0,1,9.890989485411879,0.0,0,0.0,28722
2.3978365384615383,832,0.16582951066768706,21.857142857142858,56,0.9274150815385607,534.0,1,9.885118036537595,0.0,0,0.0,28847
2.4362850971922247,926,0.1570898359227638,21.428571428571427,63,0.8268140913619363,652.0,1,12.14999428375443,0.0,0,0.0,34988
2.4385775862068964,928,0.1570924614303341,21.571428571428573,63,0.834511982367031,653.0,1,12.138375700987789,0.0,0,0.0,35129
2.4391819160387516,929,0.1567907132004939,21.666666666666668,63,0.8389594916600477,657.0,1,12.244666969249971,0.0,0,0.0,35252
2.4414607948442537,931,0.1568125798039218,21.77777777777778,63,0.8443050414284414,658.0,1,12.23442312583006,0.0,0,0.0,35389
2.441113490364026,934,0.15674163614942632,21.88888888888889,63,0.8500599222106445,662.0,1,12.341772508378158,0.0,0,0.0,35509
2.445989304812834,935,0.15692261950479555,22.0,63,0.8553635547576302,664.0,1,12.368043087971275,0.0,0,0.0,35648
2.4446808510638296,940,0.1568450666074231,22.26984126984127,63,0.8723152409846251,668.0,1,12.458093695907086,0.0,0,0.0,35818
2.4427966101694913,944,0.15664874813823268,22.555555555555557,63,0.8913082437275985,669.0,1,12.446078976640711,0.0,0,0.0,35960
2.4625131995776135,947,0.15869620243782112,22.857142857142858,63,0.9095861856598054,673.0,1,12.516691538163931,0.0,0,0.0,36186
2.4630801687763713,948,0.1583767195597518,21.903225806451612,62,0.8190940310943793,388.0,2,8.291237539241065,0.0,0,0.0,36314
2.465263157894737,950,0.15833826008637214,21.951612903225808,62,0.8193326338660137,391.0,2,8.38531154014919,0.0,0,0.0,36464
2.465481171548117,956,0.15868757840903636,22.032258064516128,62,0.8218477475731576,392.5,2,8.413776624795194,0.0,0,0.0,36620
2.465553235908142,958,0.15850512351909396,22.129032258064516,62,0.8263529097755781,394.5,2,8.471748183228545,0.0,0,0.0,36741
2.464583333333333,960,0.1581386387879445,22.370967741935484,62,0.841474541901191,394.5,2,8.441191625535607,0.0,0,0.0,36874
2.4672216441207078,961,0.15813214711459458,22.451612903225808,62,0.8448259173705924,396.5,2,8.499567485740545,0.0,0,0.0,36993
2.488752556237219,978,0.1521595469061664,21.525641025641026,78,0.9078282706300088,425.0,2,9.074125241767351,0.0,0,0.0,39811
2.490816326530612,980,0.15223422351739463,21.564102564102566,78,0.9081554498815823,427.0,2,9.130373820075615,0.0,0,0.0,39939
2.4908536585365852,984,0.15235662491760052,21.628205128205128,78,0.9105533191405767,428.5,2,9.164345786229443,0.0,0,0.0,40071
2.49746192893401,985,0.1527044054675929,21.73076923076923,78,0.9155085090884061,430.5,2,9.212847662366714,0.0,0,0.0,40233
2.5106382978723403,987,0.15363663017058476,22.088607594936708,79,0.9518600348981221,439.5,2,9.540191139428064,0.0,0,0.0,40494
2.512613521695257,991,0.15392810109536698,22.29113924050633,79,0.9657939771812436,441.5,2,9.591450362898266,0.0,0,0.0,40645
2.5176233635448138,993,0.15428126308613674,22.50632911392405,79,0.9808866841003275,443.5,2,9.642722325718207,0.0,0,0.0,40796
2.526633165829146,995,0.15517175470610658,22.70886075949367,79,0.9952289288513899,445.5,2,9.696848662513741,0.0,0,0.0,40935
2.531124497991968,996,0.15536424385668113,22.79746835443038,79,0.9996893308253784,447.0,2,9.729931094933164,0.0,0,0.0,41071
2.533066132264529,998,0.15538925460724895,23.0126582278481,79,1.0152150608645436,448.5,2,9.76230283911672,0.0,0,0.0,41210
2.5365365365365364,999,0.15540955012412253,23.189873417721518,79,1.0271971783956533,450.5,2,9.81407916052129,0.0,0,0.0,41359
2.538,1000,0.15518186417403454,23.253164556962027,79,1.0290795560273494,452.5,2,9.865631549784384,0.0,0,0.0,41509
2.5358565737051793,1004,0.1550539358931143,23.303797468354432,79,1.0303391325257694,454.0,2,9.900141694084873,0.0,0,0.0,41639
2.5383084577114428,1005,0.15492821810316762,23.544303797468356,79,1.0477905266967613,456.0,2,9.95028113410695,0.0,0,0.0,41795
2.5337477797513324,1126,0.15945960813602786,23.6375,80,0.9860038492930094,467.5,2,9.642258398958816,0.0,0,0.0,45333
2.5415929203539824,1130,0.16047695702538448,23.7125,80,0.9889331332717758,470.0,2,9.71287868794794,0.0,0,0.0,45486
2.5422535211267605,1136,0.16085417949816153,23.7875,80,0.9917538449741479,471.5,2,9.741137937078259,0.0,0,0.0,45644
2.5403508771929824,1140,0.1607950547581771,23.85,80,0.9945970756015999,473.0,2,9.779861429851595,0.0,0,0.0,45753
2.548865619546248,1146,0.16177911116000498,23.9375,80,0.9960738032637274,479.0,2,9.971143608352708,0.0,0,0.0,46021
2.549787234042553,1175,0.16517465357502842,24.0,80,0.9963458669376635,481.0,2,10.00501632467729,0.0,0,0.0,46249
2.5508474576271185,1180,0.165471667581682,24.05,80,0.9972241977543589,483.5,2,10.076172927307601,0.0,0,0.0,46401
2.5548060708263067,1186,0.16622423007523535,24.0875,80,0.9967063023405625,485.5,2,10.12283659007945,0.0,0,0.0,46570
2.5555555555555554,1188,0.16623102083958233,24.125,80,0.9975843081801431,487.0,2,10.16278870463213,0.0,0,0.0,46674
2.561241610738255,1192,0.16702560316096832,24.1875,80,0.9997183121155161,489.0,2,10.215353725222146,0.0,0,0.0,46816
2.5605199025182777,1231,0.1709254676762593,24.135802469135804,81,0.9993115724334046,491.0,2,10.211402431276209,0.0,0,0.0,47218
2.5655339805825244,1236,0.17177593438401995,24.22222222222222,81,1.0034628378378379,493.0,2,10.263893581081081,0.0,0,0.0,47360
2.5653225806451614,1240,0.171828159630925,24.25925925925926,81,1.003757437081646,495.0,2,10.31879724579394,0.0,0,0.0,47491
2.5615446500402252,1243,0.17128968110318338,24.170731707317074,82,1.0061197152977515,497.0,2,10.375259897091253,0.0,0,0.0,47615
2.5707434052757794,1251,0.17307634381525094,24.182926829268293,82,1.003909393368762,497.0,2,10.34202813599062,0.0,0,0.0,47768
2.5709728867623602,1254,0.17314178319557685,24.21951219512195,82,1.0047406934913665,498.5,2,10.38172874062624,0.0,0,0.0,47873
2.571996817820207,1257,0.1730400322972641,24.28048780487805,82,1.0060026474281474,500.5,2,10.425781412577518,0.0,0,0.0,48054
2.5705229793977815,1262,0.17296418960748383,24.341463414634145,82,1.0077692015434185,502.5,2,10.475047188400987,0.0,0,0.0,48211
2.572884012539185,1276,0.16882751465394435,24.53012048192771,83,0.9982276403342824,138.0,1,0.38063639270866645,1057.0,1,22.33068835944995,50032
2.5697674418604652,1290,0.16954143752273698,24.428571428571427,84,0.9976401817344379,138.0,1,0.37901524499462647,1061.0,1,22.404191378418183,50246
2.3757519666820914,2161,0.22407978022019873,23.837209302325583,86,0.8977491010759745,122.5,2,0.5513760288065843,1136.0,1,23.70840681951793,54432
2.3781784558483587,2163,0.22410738778251155,23.872093023255815,86,0.8978219535190465,122.5,2,0.5498103944162529,1141.0,1,23.84965284774763,54587
2.379388964888281,2193,0.22422256047798617,23.91860465116279,86,0.8885460118370632,123.5,2,0.5509011774904283,1142.0,1,23.55277035324713,55372
2.3781702898550723,2208,0.2249684229949915,23.941860465116278,86,0.8880774414540781,123.5,2,0.5495415157902322,1147.0,1,23.70082328991695,55509
2.3775971093044266,2214,0.22489975172288412,23.976744186046513,86,0.8884105392925051,124.5,2,0.5570619946091644,1149.0,1,23.723288409703503,55650
2.3826047769265433,2219,0.22580227392780816,24.011627906976745,86,0.8888094292201942,124.5,2,0.5556939788839694,1153.0,1,23.83008586229767,55787
2.385682326621924,2235,0.22724031165007857,24.069767441860463,86,0.8900714317169452,125.5,2,0.5627300010718497,1157.0,1,23.913841151881098,55978
2.3893095768374164,2245,0.2281487595933405,24.13953488372093,86,0.892099233085975,125.5,2,0.5607565643079662,1161.0,1,23.995033377837117,56175
2.394222222222222,2250,0.22898262101180822,24.197674418604652,86,0.8939985169391805,126.5,2,0.568201185953201,1163.0,1,24.01322657387352,56326
2.3946784922394677,2255,0.228965133737506,24.232558139534884,86,0.8941808375584875,126.5,2,0.5666820121465376,1168.0,1,24.155390690015405,56477
2.3961267605633805,2272,0.2300214086493924,24.325581395348838,86,0.8973570142667919,127.5,2,0.5733115852583318,1174.0,1,24.30393228707459,56710
2.396665204036858,2279,0.23024915299625917,24.36046511627907,86,0.897653189196972,127.5,2,0.5718594997713441,1178.0,1,24.40785169029444,56854
2.3978965819456617,2282,0.23019807186678354,24.41860465116279,86,0.8996328029375765,128.5,2,0.5793771929824562,1181.0,1,24.469491228070176,57000
2.398861646234676,2284,0.2300888076557567,24.476744186046513,86,0.9019755004398913,128.5,2,0.5781296500533936,1185.0,1,24.58247991176934,57123
2.4042832167832167,2288,0.23092436315823017,24.511627906976745,86,0.9021634882827632,129.5,2,0.5856147641163529,1187.0,1,24.60049935398261,57274
2.405936272370144,2291,0.23102487210257708,24.558139534883722,86,0.9035554012451339,129.5,2,0.5842987300315314,1193.0,1,24.793982892880162,57403
2.410200523103749,2294,0.2314747037040234,24.61627906976744,86,0.9052051900416479,130.5,2,0.591636268890047,1194.0,1,24.76352266805628,57570
2.416267942583732,2299,0.23246221719869467,24.674418604651162,86,0.9068083872370932,130.5,2,0.5898943540006928,1199.0,1,24.897835122965017,57740
2.416232638888889,2304,0.23243363862201177,24.72093023255814,86,0.9081698549259318,131.5,2,0.5976136579634014,1201.0,1,24.924418102331046,57871
2.422626788036411,2307,0.23333668433059043,24.77906976744186,86,0.9099779016064418,131.5,2,0.5959967601847384,1205.0,1,25.022833804370304,58028
2.425292334343872,2309,0.23341761028985808,24.802325581395348,86,0.9092111584421729,132.5,2,0.6034527205857079,1208.0,1,25.079297425497543,58186
2.4313471502590676,2316,0.2343973668973756,24.8953488372093,86,0.9125467284231046,132.5,2,0.6011487955623277,1213.0,1,25.190792514852163,58409
2.4322691975841244,2318,0.23425637158098522,24.96511627906977,86,0.9156306846916209,133.5,2,0.6089017578024907,1216.0,1,25.259331385913665,58539
2.434051724137931,2320,0.2343099465788227,24.988372093023255,86,0.9154139243105754,133.5,2,0.6076250383553237,1217.0,1,25.24784357846647,58662
2.4356435643564356,2323,0.2343685593049101,25.023255813953487,86,0.9158171175446922,133.5,2,0.6061989795918368,1221.0,1,25.354438775510204,58800
2.436989247311828,2325,0.23433145651707793,25.08139534883721,86,0.9181259188365186,134.5,2,0.6140093338990242,1224.0,1,25.4251336444633,58925
2.4385738831615122,2328,0.2343068163074251,25.11627906976744,86,0.9182039603056271,134.5,2,0.6123569832780448,1229.0,1,25.564298287184346,59084
2.443396226415094,2332,0.23503396073524893,25.174418604651162,86,0.9200927861278575,135.5,2,0.6199017489364576,1232.0,1,25.623337159835234,59236
2.44515852613539,2334,0.2350432829485375,25.197674418604652,86,0.919712994190943,135.5,2,0.6185026107461681,1236.0,1,25.731783729156138,59370
2.4458707744972186,2337,0.23490485494700755,25.232558139534884,86,0.9199988433831356,136.5,2,0.626125747698098,1238.0,1,25.75179783587607,59516
2.4461538461538463,2340,0.2347677707514062,25.290697674418606,86,0.9223062564655264,136.5,2,0.6248134672456866,1243.0,1,25.905819821934575,59641
2.4507462686567165,2345,0.23547060564366454,25.36046511627907,86,0.9247195375431279,137.5,2,0.6321680543016686,1245.0,1,25.914083659343966,59814
2.456327226246272,2347,0.23617743185746284,25.3953488372093,86,0.9250382244315206,137.5,2,0.6306497881850629,1249.0,1,26.01822942726575,59958
2.463466440101954,2354,0.2374331757633126,25.441860465116278,86,0.9252046919021127,138.5,2,0.6376335865175262,1255.0,1,26.177555803014943,60167
2.4645569620253163,2370,0.2383554468944428,25.511627906976745,86,0.92677393207893,138.5,2,0.6352264260286448,1263.0,1,26.412269227585064,60395
2.4662190516156106,2383,0.2391428419737484,25.58139534883721,86,0.9285749367648142,139.5,2,0.6421677006335798,1266.0,1,26.4446277719113,60608
2.4679245283018867,2385,0.23906724224984208,25.61627906976744,86,0.9287492641897513,139.5,2,0.6405401402192159,1271.0,1,26.586369770580298,60762
2.4725826705734617,2389,0.23971025496598455,25.651162790697676,86,0.9287127050103244,140.5,2,0.6479648777285409,1274.0,1,26.638371902182833,60930
2.4700711594809546,2389,0.2386790337503007,25.363636363636363,88,0.9270110262757923,140.5,2,0.6464900358610752,1279.0,1,26.786765789516775,61069
2.4759715837860425,2393,0.23961015326961702,25.397727272727273,88,0.9271363079550095,141.5,2,0.6540547162106982,1280.0,1,26.760310330747245,61225
2.469703301295445,2393,0.23793212993163387,25.11111111111111,90,0.9251138823231088,141.5,2,0.6527752873094792,1284.0,1,26.87514874887929,61345
2.470391993327773,2398,0.237698190106447,24.891304347826086,92,0.9258232678748982,142.5,2,0.6596364994802495,1289.0,1,26.986762603950105,61568
2.470833333333333,2400,0.23749540744102612,24.967391304347824,92,0.9295895520810282,142.5,2,0.6582892987972898,1293.0,1,27.099053392550328,61694
2.4746044962531224,2402,0.23792195664604693,25.0,92,0.9300745677175162,143.5,2,0.6661679310289051,1295.0,1,27.126231337851607,61823
2.4470833333333335,2400,0.23185055603056556,23.801980198019802,101,0.923096139449233,143.5,2,0.6644054398502912,1298.0,1,27.17995708777647,61987
2.4195570413706644,2393,0.22549713919351233,22.818181818181817,110,0.921894800303196,144.5,2,0.6721903872774684,1302.0,1,27.286546695425425,62126
2.4165275459098496,2396,0.22460381235762147,22.83783783783784,111,0.9293509738970852,144.5,2,0.6703668031142146,1306.0,1,27.37998234208203,62295
2.4131611828404833,2401,0.22390673221839635,22.794642857142858,112,0.9319356748224152,145.5,2,0.6780446793177997,1309.0,1,27.439843061894468,62445
2.4094881398252186,2403,0.22293675620166856,22.82300884955752,113,0.9405947748890799,145.5,2,0.6766035987088114,1313.0,1,27.549122694876793,62578
2.411055694098088,2406,0.222985365752551,22.858407079646017,113,0.9413185620611834,146.5,2,0.6843393278489892,1315.0,1,27.568793444295643,62724
2.410958904109589,2409,0.22277665322433007,23.0,113,0.951015018454881,146.5,2,0.6829021891307114,1318.0,1,27.63656611938399,62856
2.4102032351721276,2411,0.22217854309440707,23.026315789473685,114,0.9588514697066598,147.5,2,0.6902582569243948,1321.0,1,27.682366191820808,63038
2.4106920845420636,2413,0.22203039766587265,23.06140350877193,114,0.9599485389746573,147.5,2,0.6889467684220526,1323.0,1,27.71349631083948,63158
2.4107660455486544,2415,0.22176457445385156,23.20175438596491,114,0.9696419710993394,147.5,2,0.6875098751777532,1327.0,1,27.82317901722231,63290
2.4116673562267272,2417,0.22162048555825375,23.25438596491228,114,0.9718808972423966,148.5,2,0.6953145938105973,1329.0,1,27.845075751604107,63431
2.412567176519223,2419,0.22152239717689368,23.31578947368421,114,0.9750526034244187,148.5,2,0.6939143158325336,1333.0,1,27.956528579744806,63559
2.41312422616591,2423,0.22143027856861386,23.359649122807017,114,0.976251500534135,149.5,2,0.7015144381669806,1336.0,1,28.011550533584433,63720
2.4139209225700164,2428,0.221474155495106,23.50877192982456,114,0.9862636585515228,149.5,2,0.6997464034689501,1339.0,1,28.066576916454032,63881
