Average,CL Appearances,Average,CL Appearances,Average,CL Appearances,Average,CL Appearances,CLs Processed,Compression Ratio
2to10 Buffer,2to10 Buffer,11to100 Buffer,11to100 Buffer,101to1000 Buffer,101to1000 Buffer,1001+ Buffer,1001+ Buffer,,
2.8054607508532423,293,21.77777777777778,9,0.0,0,1017.0,1,2864,0.28945530726256985
2.575621546961326,2896,25.98165137614679,109,243.0909090909091,11,10006.0,1,28240,0.18657932011331446
2.7213202022890606,3757,26.91304347826087,138,266.2307692307692,13,12272.0,1,35304,0.1595569907092681
2.7743886405469365,3803,26.95205479452055,146,268.46153846153845,13,12645.0,1,36376,0.1582087090389268
2.8276490497266336,3841,25.891156462585034,147,239.0,16,12983.0,1,37336,0.1570066423826869
2.809179989685405,3878,23.713513513513515,185,242.75,16,13486.0,1,38712,0.15656643934697256
2.836228921819111,3914,24.166666666666668,192,245.625,16,13826.0,1,39664,0.1554810407422348
2.8605058852992737,3993,24.300970873786408,206,250.0,16,14421.0,1,41240,0.15497090203685737
2.8965936739659366,4110,24.116071428571427,224,246.2941176470588,17,15351.0,1,43424,0.15150607958732498
2.950306479859895,4568,23.462450592885375,253,240.15,20,17055.0,1,48544,0.14982284113381672
2.870714129722647,4579,21.718354430379748,316,243.65,20,17562.0,1,49816,0.14800465713826882
2.88478771068914,4687,22.122388059701493,335,250.1,20,18344.0,1,51808,0.1453443483631871
2.930091819699499,4792,22.886363636363637,352,217.68421052631578,19,10112.0,2,54160,0.14222673559822752
2.9332230721521606,4837,23.434540389972145,359,220.3684210526316,19,10340.0,2,55304,0.14168957037465646
2.934992799835425,4861,23.91576086956522,368,222.31578947368422,19,10540.5,2,56328,0.14122638829711687
2.9395358306188926,4912,24.52278820375335,373,224.42105263157896,19,10768.0,2,57448,0.1403356078540593
2.948816508193405,4943,25.12664907651715,379,226.73684210526315,19,10966.5,2,58528,0.139898851831602
2.957771968630605,4973,25.6005291005291,378,222.1,20,11120.5,2,59352,0.1395572179539022
2.9595919183836767,4999,25.6015625,384,212.9090909090909,22,11311.0,2,60328,0.13917252353799225
2.956927352123859,5038,25.954198473282442,393,215.5909090909091,22,11504.5,2,61344,0.1384813510693792
2.9570019723865877,5070,26.185,400,212.7826086956522,23,11737.0,2,62448,0.13793876505252367
2.9656335313955355,6227,26.469565217391306,460,251.8,30,9209.333333333334,3,75112,0.12364202790499523
3.1210411591229645,7799,26.264650283553877,529,281.5897435897436,39,11266.0,3,92408,0.10164704354601328
3.329586935638809,10410,26.46676970633694,647,268.8723404255319,47,6750.75,8,130536,0.09275602132744987
3.330401529636711,10460,26.701219512195124,656,270.531914893617,47,6810.75,8,131800,0.09292109256449166
3.321589475581186,11098,26.429587482219063,703,271.0204081632653,49,7045.875,8,138136,0.09444315746800258
3.371922024623803,11696,26.469251336898395,748,272.6862745098039,51,7288.375,8,145048,0.09374138216314598
