Average,CL Appearances,Average,CL Appearances,Average,CL Appearances,Average,CL Appearances,CLs Processed,Compression Ratio
2to10 Buffer,2to10 Buffer,11to100 Buffer,11to100 Buffer,101to1000 Buffer,101to1000 Buffer,1001+ Buffer,1001+ Buffer,,
2.3529411764705883,17,85.0,1,0.0,0,0.0,0,716,0.8254189944134078
2.4344569288389515,267,26.444444444444443,9,413.0,2,0.0,0,7060,0.7572237960339944
2.3927272727272726,550,20.11111111111111,9,363.6666666666667,3,0.0,0,8826,0.7067754362111942
2.463157894736842,570,20.22222222222222,9,375.0,3,0.0,0,9094,0.7018913569386409
2.547169811320755,583,20.333333333333332,9,385.3333333333333,3,0.0,0,9334,0.6974501821298479
2.6254180602006687,598,19.5,10,401.0,3,0.0,0,9678,0.693325067162637
2.710526315789474,608,19.7,10,412.0,3,0.0,0,9916,0.6892900363049617
2.77337559429477,631,20.0,10,430.0,3,0.0,0,10310,0.6857419980601358
2.8184480234260616,683,19.545454545454547,11,177.0,2,1040.0,1,10856,0.6744657332350774
2.8745046235138707,757,18.928571428571427,14,177.0,2,1180.0,1,12136,0.672462096242584
2.663563829787234,752,13.95,40,177.0,2,1231.0,1,12454,0.6670949092660993
2.6311787072243344,789,14.354166666666666,48,177.5,2,1308.0,1,12952,0.6581222977146386
2.673278879813302,857,15.156862745098039,51,177.5,2,1390.0,1,13540,0.6448301329394387
2.6881472957422323,869,15.865384615384615,52,177.5,2,1434.0,1,13826,0.6419788803703168
2.6988636363636362,880,16.58490566037736,53,177.5,2,1472.0,1,14082,0.6391847748899304
2.7051569506726456,892,17.25925925925926,54,177.5,2,1515.0,1,14362,0.6368890126723298
2.7218543046357615,906,18.037037037037038,54,177.5,2,1550.0,1,14632,0.6347047566976489
2.7257889009793255,919,18.75925925925926,54,177.5,2,1576.0,1,14838,0.6327672193017927
2.7354211663066956,926,19.4,55,177.5,2,1613.0,1,15082,0.6308181938734916
2.733191035218783,937,19.603448275862068,58,177.5,2,1643.0,1,15336,0.628586332811685
2.749209694415174,949,20.1864406779661,59,177.5,2,1685.0,1,15612,0.6259287727389188
2.71118530884808,1198,20.26086956521739,69,179.0,2,1864.0,1,18778,0.6342528490787092
2.5549281314168377,1948,22.789473684210527,76,286.5,2,2073.0,1,23102,0.595056705047182
2.571473061351604,3211,21.388235294117646,85,218.75,4,2431.0,1,32634,0.5899675185389471
2.5770542635658913,3225,21.74418604651163,86,218.75,4,2475.0,1,32950,0.5893474962063733
2.574910820451843,3364,22.1123595505618,89,219.5,4,2568.0,1,34534,0.5924016910870447
2.5617639003012873,3651,22.148936170212767,94,220.5,4,2678.0,1,36262,0.5864817163973306
2.5634033269702754,3667,22.473684210526315,95,220.5,4,2743.0,1,36676,0.5866506707383575
2.5651819663226507,3682,22.63917525773196,97,220.5,4,2792.0,1,37030,0.5864164191196327
2.5616254036598494,3716,22.603960396039604,101,220.5,4,2847.0,1,37430,0.585065455516965
2.567379679144385,3740,23.03960396039604,101,220.5,4,2892.0,1,37732,0.583828050461147
2.565667285752189,3769,23.038095238095238,105,220.5,4,2937.0,1,38092,0.5823795022576919
2.5671523178807947,3775,23.233644859813083,107,220.5,4,2974.0,1,38372,0.58216929010737
2.5663693599160546,3812,23.27027027027027,111,220.5,4,3029.0,1,38770,0.5801650760897601
2.572027239392352,3818,23.530973451327434,113,220.5,4,3075.0,1,39072,0.5793407043407044
2.569222716566344,3821,23.663793103448278,116,220.5,4,3108.0,1,39326,0.5791079692824086
2.568075117370892,3834,23.840336134453782,119,220.5,4,3152.0,1,39664,0.5785346914078258
2.5717261129914086,3841,24.233333333333334,120,220.5,4,3191.0,1,39944,0.5779341077508512
2.5776332899869963,3845,24.666666666666668,120,220.5,4,3224.0,1,40202,0.5777075767374757
2.5819267722669434,3851,25.06611570247934,121,220.5,4,3264.0,1,40486,0.5770883762288199
2.5901087519419987,3862,25.570247933884296,121,220.5,4,3312.0,1,40810,0.5763048272482234
2.6017539334537014,3877,25.766129032258064,124,220.5,4,3378.0,1,41252,0.5747600116357995
2.599639546858908,3884,25.976190476190474,126,220.5,4,3414.0,1,41516,0.5744773099527893
2.6004630820684334,3887,26.299212598425196,127,220.5,4,3442.0,1,41748,0.574302960620868
2.605087358684481,3892,26.77952755905512,127,220.5,4,3484.0,1,42026,0.5739304240232237
2.6117797695262484,3905,27.069767441860463,129,220.5,4,3525.0,1,42382,0.5729790948987779
2.613415258576549,3906,27.328244274809162,131,220.5,4,3562.0,1,42656,0.5725806451612903
2.6076726342710996,3910,27.296296296296298,135,220.5,4,3591.0,1,42904,0.5722077195599478
2.6135957066189626,3913,27.77037037037037,135,220.5,4,3632.0,1,43172,0.5717131474103585
2.61393212554223,3919,28.044117647058822,136,220.5,4,3665.0,1,43416,0.5714713469688595
2.613306143257711,3923,28.246376811594203,138,220.5,4,3704.0,1,43694,0.5711997070536
2.611944091486658,3935,28.04861111111111,144,220.5,4,3768.0,1,44128,0.5701821972443799
2.613255459624175,3938,28.28767123287671,146,220.5,4,3808.0,1,44406,0.569630230149079
2.6162230671736375,3945,28.71917808219178,146,220.5,4,3844.0,1,44670,0.5692858741884934
2.616455696202532,3950,29.06122448979592,147,220.5,4,3882.0,1,44948,0.5690353297143366
2.618204804045512,3955,29.45578231292517,147,220.5,4,3916.0,1,45196,0.5689220284980971
2.6206112654710787,3959,29.83783783783784,148,220.5,4,3952.0,1,45496,0.5686433972217337
2.625630676084763,3964,30.33108108108108,148,220.5,4,3990.0,1,45772,0.5680984007690291
2.634916687391196,4021,30.553333333333335,150,220.5,4,4061.0,1,46506,0.567346148884015
2.637875403325887,4029,31.013333333333332,150,220.5,4,4103.0,1,46792,0.5669131475465892
2.6378498885310875,4037,31.065359477124183,153,220.5,4,4149.0,1,47110,0.5662704309063893
2.640582572204394,4051,31.396103896103895,154,220.5,4,4193.0,1,47450,0.5657112750263436
2.6486952240275725,4062,31.774193548387096,155,220.5,4,4239.0,1,47816,0.564894595951146
2.6478977133021884,4067,32.07692307692308,156,220.5,4,4269.0,1,48056,0.5645913101381721
2.6494718742323755,4071,32.265822784810126,158,220.5,4,4313.0,1,48354,0.5640691566364726
2.6550036701737216,4087,32.68354430379747,158,220.5,4,4353.0,1,48698,0.563637110353608
2.655837811431363,4094,32.9496855345912,159,220.5,4,4381.0,1,48942,0.5632585509378447
2.65380859375,4096,33.130434782608695,161,220.5,4,4417.0,1,49212,0.5630537267333171
2.6517813567593946,4098,33.31901840490798,163,220.5,4,4445.0,1,49458,0.5627603218892798
2.6490243902439023,4100,33.23353293413174,167,220.5,4,4493.0,1,49766,0.5622312422135595
2.6307317073170733,4100,32.29775280898876,178,220.5,4,4537.0,1,50074,0.5615688780604705
2.6306042884990255,4104,32.53631284916201,179,220.5,4,4573.0,1,50332,0.5614122228403402
2.6415186176685324,4109,32.944134078212294,179,220.5,4,4616.0,1,50674,0.5609385483679994
2.6248477466504263,4105,32.17460317460318,189,220.5,4,4657.0,1,50946,0.5604169120244965
2.624817518248175,4110,32.44210526315789,190,220.5,4,4696.0,1,51220,0.5601327606403749
2.6263976665046185,4114,32.88421052631579,190,220.5,4,4734.0,1,51498,0.5598081478892385
2.629145485354636,4131,33.35263157894737,190,220.5,4,4773.0,1,51822,0.5590096870055189
2.635486981677917,4148,33.805263157894736,190,220.5,4,4843.0,1,52258,0.5583451337594244
2.639121089085264,4187,34.10526315789474,190,220.5,4,4881.0,1,52642,0.557520610919038
2.638988308279647,4191,34.424083769633505,191,220.5,4,4929.0,1,52946,0.5571714577116307
2.6419047619047618,4200,34.8586387434555,191,220.5,4,4975.0,1,53256,0.5566508937960042
2.64075130765573,4206,35.098958333333336,192,220.5,4,5010.0,1,53520,0.5564648729446935
2.6459420977693404,4214,35.41968911917098,193,220.5,4,5059.0,1,53880,0.555920564216778
2.6459024159166273,4222,35.865284974093264,193,220.5,4,5094.0,1,54136,0.5553975173636767
2.646153846153846,4225,36.06701030927835,194,220.5,4,5135.0,1,54404,0.555290052202044
2.652091704088868,4231,36.0880829015544,193,196.6,5,5175.0,1,54712,0.5550519081737095
2.6545626031596323,4241,36.391752577319586,194,196.8,5,5212.0,1,55016,0.554420532208812
2.6537010843941538,4242,36.205128205128204,195,181.16666666666666,6,5249.0,1,55308,0.5542597815867505
2.654652532391048,4245,36.51794871794872,195,181.5,6,5286.0,1,55550,0.5541854185418542
2.6578578110383537,4276,36.527638190954775,199,182.16666666666666,6,5406.0,1,56508,0.5552311177178453
2.6610683461628177,4287,36.88944723618091,199,182.5,6,5449.0,1,56822,0.5548731125268382
2.665501979967389,4293,37.22613065326633,199,182.83333333333334,6,5485.0,1,57096,0.5545572369342862
2.671245634458673,4295,37.5,200,183.33333333333334,6,5539.0,1,57444,0.554139683866026
2.6723295322317897,4297,37.89,200,183.66666666666666,6,5574.0,1,57694,0.5539050854508267
2.7393951694743253,4927,36.22077922077922,231,196.83333333333334,6,6357.0,1,69976,0.5798273693837888
2.7411383431233545,4937,36.515151515151516,231,197.16666666666666,6,6390.0,1,70258,0.5795354265706396
