Average,CL Appearances,Average,CL Appearances,Average,CL Appearances,Average,CL Appearances,CLs Processed
2to10 Buffer,2to10 Buffer,11to100 Buffer,11to100 Buffer,101to1000 Buffer,101to1000 Buffer,1001+ Buffer,1001+ Buffer,
2.441113490364026,934,21.88888888888889,63,662.0,1,,0,35509
2.445989304812834,935,22.0,63,664.0,1,,0,35648
2.4446808510638296,940,22.26984126984127,63,668.0,1,,0,35818
2.4427966101694913,944,22.555555555555557,63,669.0,1,,0,35960
2.4625131995776135,947,22.857142857142858,63,673.0,1,,0,36186
2.4630801687763713,948,21.903225806451612,62,388.0,2,,0,36314
2.465263157894737,950,21.951612903225808,62,391.0,2,,0,36464
2.465481171548117,956,22.032258064516128,62,392.5,2,,0,36620
2.465553235908142,958,22.129032258064516,62,394.5,2,,0,36741
2.464583333333333,960,22.370967741935484,62,394.5,2,,0,36874
2.4672216441207078,961,22.451612903225808,62,396.5,2,,0,36993
2.488752556237219,978,21.525641025641026,78,425.0,2,,0,39811
2.490816326530612,980,21.564102564102566,78,427.0,2,,0,39939
2.4908536585365852,984,21.628205128205128,78,428.5,2,,0,40071
2.49746192893401,985,21.73076923076923,78,430.5,2,,0,40233
2.5106382978723403,987,22.088607594936708,79,439.5,2,,0,40494
2.512613521695257,991,22.29113924050633,79,441.5,2,,0,40645
2.5176233635448138,993,22.50632911392405,79,443.5,2,,0,40796
2.526633165829146,995,22.70886075949367,79,445.5,2,,0,40935
2.531124497991968,996,22.79746835443038,79,447.0,2,,0,41071
2.533066132264529,998,23.0126582278481,79,448.5,2,,0,41210
2.5365365365365364,999,23.189873417721518,79,450.5,2,,0,41359
2.538,1000,23.253164556962027,79,452.5,2,,0,41509
2.5358565737051793,1004,23.303797468354432,79,454.0,2,,0,41639
2.5383084577114428,1005,23.544303797468356,79,456.0,2,,0,41795
2.5337477797513324,1126,23.6375,80,467.5,2,,0,45333
2.5415929203539824,1130,23.7125,80,470.0,2,,0,45486
2.5422535211267605,1136,23.7875,80,471.5,2,,0,45644
2.5403508771929824,1140,23.85,80,473.0,2,,0,45753
2.548865619546248,1146,23.9375,80,479.0,2,,0,46021
2.549787234042553,1175,24.0,80,481.0,2,,0,46249
2.5508474576271185,1180,24.05,80,483.5,2,,0,46401
2.5548060708263067,1186,24.0875,80,485.5,2,,0,46570
2.5555555555555554,1188,24.125,80,487.0,2,,0,46674
2.561241610738255,1192,24.1875,80,489.0,2,,0,46816
2.5605199025182777,1231,24.135802469135804,81,491.0,2,,0,47218
2.5655339805825244,1236,24.22222222222222,81,493.0,2,,0,47360
2.5653225806451614,1240,24.25925925925926,81,495.0,2,,0,47491
2.5615446500402252,1243,24.170731707317074,82,497.0,2,,0,47615
2.5707434052757794,1251,24.182926829268293,82,497.0,2,,0,47768
2.5709728867623602,1254,24.21951219512195,82,498.5,2,,0,47873
2.571996817820207,1257,24.28048780487805,82,500.5,2,,0,48054
2.5705229793977815,1262,24.341463414634145,82,502.5,2,,0,48211
2.572884012539185,1276,24.53012048192771,83,138.0,1,1057.0,1,50032
2.5697674418604652,1290,24.428571428571427,84,138.0,1,1061.0,1,50246
2.3757519666820914,2161,23.837209302325583,86,122.5,2,1136.0,1,54432
2.3781784558483587,2163,23.872093023255815,86,122.5,2,1141.0,1,54587
2.379388964888281,2193,23.91860465116279,86,123.5,2,1142.0,1,55372
2.3781702898550723,2208,23.941860465116278,86,123.5,2,1147.0,1,55509
2.3775971093044266,2214,23.976744186046513,86,124.5,2,1149.0,1,55650
2.3826047769265433,2219,24.011627906976745,86,124.5,2,1153.0,1,55787
2.385682326621924,2235,24.069767441860463,86,125.5,2,1157.0,1,55978
2.3893095768374164,2245,24.13953488372093,86,125.5,2,1161.0,1,56175
2.394222222222222,2250,24.197674418604652,86,126.5,2,1163.0,1,56326
2.3946784922394677,2255,24.232558139534884,86,126.5,2,1168.0,1,56477
2.3961267605633805,2272,24.325581395348838,86,127.5,2,1174.0,1,56710
2.396665204036858,2279,24.36046511627907,86,127.5,2,1178.0,1,56854
2.3978965819456617,2282,24.41860465116279,86,128.5,2,1181.0,1,57000
2.398861646234676,2284,24.476744186046513,86,128.5,2,1185.0,1,57123
2.4042832167832167,2288,24.511627906976745,86,129.5,2,1187.0,1,57274
2.405936272370144,2291,24.558139534883722,86,129.5,2,1193.0,1,57403
2.410200523103749,2294,24.61627906976744,86,130.5,2,1194.0,1,57570
2.416267942583732,2299,24.674418604651162,86,130.5,2,1199.0,1,57740
2.416232638888889,2304,24.72093023255814,86,131.5,2,1201.0,1,57871
2.422626788036411,2307,24.77906976744186,86,131.5,2,1205.0,1,58028
2.425292334343872,2309,24.802325581395348,86,132.5,2,1208.0,1,58186
2.4313471502590676,2316,24.8953488372093,86,132.5,2,1213.0,1,58409
2.4322691975841244,2318,24.96511627906977,86,133.5,2,1216.0,1,58539
2.434051724137931,2320,24.988372093023255,86,133.5,2,1217.0,1,58662
2.4356435643564356,2323,25.023255813953487,86,133.5,2,1221.0,1,58800
2.436989247311828,2325,25.08139534883721,86,134.5,2,1224.0,1,58925
2.4385738831615122,2328,25.11627906976744,86,134.5,2,1229.0,1,59084
2.443396226415094,2332,25.174418604651162,86,135.5,2,1232.0,1,59236
2.44515852613539,2334,25.197674418604652,86,135.5,2,1236.0,1,59370
2.4458707744972186,2337,25.232558139534884,86,136.5,2,1238.0,1,59516
2.4461538461538463,2340,25.290697674418606,86,136.5,2,1243.0,1,59641
2.4507462686567165,2345,25.36046511627907,86,137.5,2,1245.0,1,59814
2.456327226246272,2347,25.3953488372093,86,137.5,2,1249.0,1,59958
2.463466440101954,2354,25.441860465116278,86,138.5,2,1255.0,1,60167
2.4645569620253163,2370,25.511627906976745,86,138.5,2,1263.0,1,60395
2.4662190516156106,2383,25.58139534883721,86,139.5,2,1266.0,1,60608
2.4679245283018867,2385,25.61627906976744,86,139.5,2,1271.0,1,60762
2.4725826705734617,2389,25.651162790697676,86,140.5,2,1274.0,1,60930
2.4700711594809546,2389,25.363636363636363,88,140.5,2,1279.0,1,61069
2.4759715837860425,2393,25.397727272727273,88,141.5,2,1280.0,1,61225
2.469703301295445,2393,25.11111111111111,90,141.5,2,1284.0,1,61345
2.470391993327773,2398,24.891304347826086,92,142.5,2,1289.0,1,61568
2.470833333333333,2400,24.967391304347824,92,142.5,2,1293.0,1,61694
2.4746044962531224,2402,25.0,92,143.5,2,1295.0,1,61823
2.4470833333333335,2400,23.801980198019802,101,143.5,2,1298.0,1,61987
2.4195570413706644,2393,22.818181818181817,110,144.5,2,1302.0,1,62126
2.4165275459098496,2396,22.83783783783784,111,144.5,2,1306.0,1,62295
2.4131611828404833,2401,22.794642857142858,112,145.5,2,1309.0,1,62445
2.4094881398252186,2403,22.82300884955752,113,145.5,2,1313.0,1,62578
2.411055694098088,2406,22.858407079646017,113,146.5,2,1315.0,1,62724
2.410958904109589,2409,23.0,113,146.5,2,1318.0,1,62856
2.4102032351721276,2411,23.026315789473685,114,147.5,2,1321.0,1,63038
2.4106920845420636,2413,23.06140350877193,114,147.5,2,1323.0,1,63158
2.4107660455486544,2415,23.20175438596491,114,147.5,2,1327.0,1,63290
2.4116673562267272,2417,23.25438596491228,114,148.5,2,1329.0,1,63431
2.412567176519223,2419,23.31578947368421,114,148.5,2,1333.0,1,63559
2.41312422616591,2423,23.359649122807017,114,149.5,2,1336.0,1,63720
2.4139209225700164,2428,23.50877192982456,114,149.5,2,1339.0,1,63881
2.41440329218107,2430,23.63157894736842,114,150.5,2,1342.0,1,64018
2.4157764995891537,2434,23.68421052631579,114,150.5,2,1346.0,1,64162
2.416256157635468,2436,23.736842105263158,114,151.5,2,1349.0,1,64287
2.407468198604842,2437,23.478632478632477,117,151.5,2,1356.0,1,64483
2.4073770491803277,2440,23.632478632478634,117,152.5,2,1358.0,1,64629
2.4072861236185017,2443,23.700854700854702,117,152.5,2,1362.0,1,64752
2.4085889570552146,2445,22.48695652173913,115,127.25,4,1364.0,1,64904
2.408738260514496,2449,21.123893805309734,113,118.5,6,1369.0,1,65029
2.4086460032626427,2452,21.24778761061947,113,119.16666666666667,6,1372.0,1,65186
2.4086284086284087,2457,21.265486725663717,113,119.5,6,1377.0,1,65333
2.4096337579617835,2512,21.36283185840708,113,120.16666666666667,6,1389.0,1,66938
2.4042976522085158,2513,21.278260869565216,115,120.5,6,1392.0,1,67085
2.404449741756059,2517,21.31304347826087,115,121.16666666666667,6,1395.0,1,67210
2.4044409199048373,2522,21.347826086956523,115,121.5,6,1400.0,1,67348
2.3954869358669835,2526,21.092436974789916,119,122.16666666666667,6,1403.0,1,67541
2.392405063291139,2528,21.091666666666665,120,122.5,6,1407.0,1,67683
2.393125246937969,2531,21.125,120,123.16666666666667,6,1409.0,1,67825
2.392744479495268,2536,21.175,120,123.5,6,1414.0,1,67953
2.3922413793103448,2552,21.191666666666666,120,124.16666666666667,6,1417.0,1,68288
2.3918654673445445,2557,21.3,120,124.5,6,1421.0,1,68463
2.391643889105818,2561,21.316666666666666,120,125.16666666666667,6,1423.0,1,68587
2.3915756630265212,2564,21.325,120,125.5,6,1428.0,1,68732
2.3919813156870378,2569,21.408333333333335,120,126.16666666666667,6,1432.0,1,68875
2.3923853923853926,2574,21.508333333333333,120,126.5,6,1435.0,1,69045
2.389988358556461,2577,21.47107438016529,121,126.5,6,1437.0,1,69200
2.3872966692486446,2582,21.418032786885245,122,127.16666666666667,6,1443.0,1,69375
2.3934362934362934,2590,21.516393442622952,122,127.5,6,1451.0,1,69605
2.399768696993061,2594,21.549180327868854,122,128.16666666666666,6,1454.0,1,69786
2.4009996155324873,2601,21.565573770491802,122,128.5,6,1460.0,1,69960
2.3983115886415964,2606,21.51219512195122,123,129.16666666666666,6,1461.0,1,70109
2.3990034495975467,2609,21.609756097560975,123,129.5,6,1466.0,1,70246
2.3963998468019914,2611,21.556451612903224,124,130.16666666666666,6,1468.0,1,70384
2.3967100229533282,2614,21.661290322580644,124,130.5,6,1473.0,1,70517
2.3964858670741025,2618,21.701612903225808,124,131.16666666666666,6,1476.0,1,70656
2.398932112890923,2622,21.782258064516128,124,131.5,6,1480.0,1,70824
2.3996190476190478,2625,21.79032258064516,124,132.16666666666666,6,1483.0,1,70952
2.400456794822992,2627,21.806451612903224,124,132.5,6,1486.0,1,71088
2.401901140684411,2630,21.822580645161292,124,133.16666666666666,6,1489.0,1,71215
2.4030360531309296,2635,21.830645161290324,124,133.5,6,1494.0,1,71376
2.406131718395155,2642,21.85483870967742,124,134.16666666666666,6,1496.0,1,71545
2.406344410876133,2648,21.85483870967742,124,134.5,6,1501.0,1,71687
2.4047886270108494,2673,21.903225806451612,124,135.16666666666666,6,1502.0,1,72059
2.24079874706343,5108,21.968,125,135.5,6,1529.0,1,75596
2.2384118912575786,5113,21.818897637795274,127,136.16666666666666,6,1532.0,1,75776
2.23749022673964,5116,21.796875,128,136.5,6,1537.0,1,75935
2.2374072627879733,5122,21.8125,128,137.16666666666666,6,1539.0,1,76056
2.2344908310573546,5126,21.70769230769231,130,137.5,6,1542.0,1,76209
2.2348927875243665,5130,21.715384615384615,130,138.16666666666666,6,1545.0,1,76333
2.23535137239634,5137,21.746153846153845,130,138.5,6,1549.0,1,76480
2.233761182419292,5142,21.68702290076336,131,139.16666666666666,6,1552.0,1,76625
2.2338318120023306,5149,21.702290076335878,131,139.5,6,1557.0,1,76749
2.235407435946831,5191,21.666666666666668,132,140.16666666666666,6,1560.0,1,77148
2.2280230326295585,5210,21.32116788321168,137,140.5,6,1565.0,1,77318
2.228587852078942,5219,21.32116788321168,137,140.5,6,1567.0,1,77447
2.2289433384379786,5224,21.333333333333332,138,141.16666666666666,6,1572.0,1,77620
2.230445591891375,5229,21.36231884057971,138,141.5,6,1576.0,1,77748
2.2279327474207107,5234,21.257142857142856,140,142.16666666666666,6,1579.0,1,77918
2.225252717909594,5243,21.133802816901408,142,142.5,6,1583.0,1,78055
2.227809523809524,5250,21.161971830985916,142,143.16666666666666,6,1585.0,1,78215
2.226450999048525,5255,21.111888111888113,143,143.5,6,1589.0,1,78369
2.2275665399239544,5260,21.111888111888113,143,144.16666666666666,6,1591.0,1,78496
2.359090909090909,5500,21.21232876712329,146,149.0,6,1635.0,1,82397
2.359309718437784,5505,21.12837837837838,148,149.66666666666666,6,1640.0,1,82751
2.359499637418419,5516,21.08053691275168,149,150.0,6,1645.0,1,82953
2.360578661844485,5530,21.06,150,150.66666666666666,6,1647.0,1,83114
2.3602237863201587,5541,21.04635761589404,151,151.0,6,1651.0,1,83276
2.357953521887948,5551,20.9281045751634,153,151.66666666666666,6,1653.0,1,83452
2.3581713462922966,5556,20.96078431372549,153,152.0,6,1659.0,1,83577
2.3594030924128013,5562,20.980392156862745,153,152.66666666666666,6,1661.0,1,83725
2.359259924555416,5567,20.99346405228758,153,153.0,6,1667.0,1,83867
2.3605527638190953,5572,21.013071895424837,153,153.66666666666666,6,1670.0,1,83996
2.3608968609865473,5575,21.052287581699346,153,154.0,6,1673.0,1,84129
2.3608672280953233,5581,21.058823529411764,153,154.66666666666666,6,1676.0,1,84254
2.3609022556390977,5586,21.091503267973856,153,155.0,6,1680.0,1,84383
2.3611309949892627,5588,21.124183006535947,153,155.66666666666666,6,1683.0,1,84512
2.363132487037368,5593,21.176470588235293,153,156.0,6,1695.0,1,84736
2.3631814119749777,5595,21.083870967741934,155,156.66666666666666,6,1696.0,1,84919
2.3672084300767993,5599,21.096774193548388,155,157.0,6,1702.0,1,85100
2.3690879885775478,5603,21.129032258064516,155,157.66666666666666,6,1703.0,1,85279
2.369406311285434,5609,21.16774193548387,155,158.0,6,1708.0,1,85452
2.371056852610943,5611,21.193548387096776,155,158.66666666666666,6,1711.0,1,85582
2.3722835767723547,5614,21.232258064516127,155,159.0,6,1715.0,1,85727
2.372974897632188,5617,21.238709677419354,155,159.0,6,1718.0,1,85845
2.372887386586017,5621,21.270967741935483,155,159.66666666666666,6,1720.0,1,85999
2.3743553263382537,5623,21.303225806451614,155,160.0,6,1724.0,1,86131
2.3758222222222223,5625,21.361290322580643,155,160.66666666666666,6,1726.0,1,86289
2.3772646536412076,5630,21.38064516129032,155,161.0,6,1729.0,1,86432
2.378771742988995,5634,21.393548387096775,155,161.66666666666666,6,1732.0,1,86558
2.381138096082255,5641,21.412903225806453,155,162.0,6,1736.0,1,86723
2.3823946156571023,5646,21.470967741935485,155,162.66666666666666,6,1739.0,1,86876
2.3841387856257743,5649,21.490322580645163,155,163.0,6,1744.0,1,87006
2.3846426043878273,5652,21.509677419354837,155,163.66666666666666,6,1745.0,1,87138
2.386560565870911,5655,21.52258064516129,155,164.0,6,1751.0,1,87274
2.387062566277837,5658,21.54193548387097,155,164.66666666666666,6,1753.0,1,87396
2.3867132867132868,5720,21.55483870967742,155,165.0,6,1759.0,1,88982
2.3901799755373054,5723,21.612903225806452,155,165.66666666666666,6,1761.0,1,89147
2.392177405273267,5727,21.638709677419357,155,166.0,6,1764.0,1,89293
2.3923586880669925,5732,21.58974358974359,156,166.66666666666666,6,1769.0,1,89444
2.3930313588850174,5740,21.608974358974358,156,167.0,6,1773.0,1,89606
2.3821889159986056,5738,21.109756097560975,164,167.66666666666666,6,1776.0,1,89755
2.382967607105538,5742,21.134146341463413,164,168.0,6,1780.0,1,89890
2.3725592747559276,5736,20.697674418604652,172,168.66666666666666,6,1782.0,1,90023
2.3734541020728095,5741,20.75581395348837,172,169.0,6,1788.0,1,90160
2.374630241865321,5747,20.77906976744186,172,169.66666666666666,6,1789.0,1,90319
2.375195686206297,5749,20.808139534883722,172,170.0,6,1793.0,1,90448
2.368933727604801,5749,20.610169491525422,177,170.66666666666666,6,1796.0,1,90612
2.369848721961398,5751,20.65536723163842,177,171.0,6,1799.0,1,90744
2.370177267987487,5754,20.677966101694917,177,171.66666666666666,6,1802.0,1,90866
2.3707240840423687,5759,20.706214689265536,177,172.0,6,1806.0,1,91010
2.3710964607911174,5764,20.73446327683616,177,172.66666666666666,6,1809.0,1,91153
2.371532593619972,5768,20.74576271186441,177,173.0,6,1814.0,1,91286
2.372032576676486,5771,20.807909604519775,177,173.0,6,1815.0,1,91412
2.3749350874156137,5777,20.875706214689266,177,173.66666666666666,6,1820.0,1,91568
2.375259515570934,5780,20.93220338983051,177,174.0,6,1825.0,1,91707
2.37558360712433,5783,20.98870056497175,177,174.66666666666666,6,1827.0,1,91841
2.3760152064973217,5787,21.073446327683616,177,175.0,6,1831.0,1,92000
2.3764462096356413,5791,21.10169491525424,177,175.66666666666666,6,1832.0,1,92127
2.3767690714532277,5794,21.15819209039548,177,176.0,6,1837.0,1,92250
2.377716453949638,5798,21.16949152542373,177,176.66666666666666,6,1840.0,1,92407
2.3779731127197516,5802,21.225988700564972,177,177.0,6,1843.0,1,92551
2.37822941784361,5806,21.23728813559322,177,177.66666666666666,6,1846.0,1,92679
2.378787878787879,5808,21.305084745762713,177,178.0,6,1849.0,1,92811
2.3796248494235073,5811,21.316384180790962,177,178.66666666666666,6,1853.0,1,92939
2.379666265267504,5813,21.331460674157302,178,179.0,6,1857.0,1,93110
2.378847807394669,5815,21.329608938547487,179,179.66666666666666,6,1858.0,1,93246
2.3798729177399967,5823,21.34078212290503,179,180.0,6,1869.0,1,93461
2.3856186717007035,5827,21.424581005586592,179,180.66666666666666,6,1871.0,1,93701
2.386106346483705,5830,21.441340782122904,179,181.0,6,1876.0,1,93822
2.3862896315338475,5835,21.502793296089386,179,181.66666666666666,6,1878.0,1,93970
2.386406437253895,5841,21.52513966480447,179,182.0,6,1882.0,1,94109
2.389050470487596,5845,21.553072625698324,179,182.66666666666666,6,1886.0,1,94259
2.3892594492902344,5847,21.636871508379887,179,183.0,6,1889.0,1,94393
2.389676978294309,5851,21.64245810055866,179,183.66666666666666,6,1893.0,1,94517
2.3901605739665186,5854,21.720670391061454,179,184.0,6,1898.0,1,94662
2.3903688524590163,5856,21.748603351955307,179,184.66666666666666,6,1901.0,1,94791
2.390443686006826,5860,21.77094972067039,179,185.0,6,1906.0,1,94920
2.3913340156943024,5862,21.843575418994412,179,185.66666666666666,6,1908.0,1,95080
2.3915416098226467,5864,21.865921787709496,179,186.0,6,1913.0,1,95210
2.3923339011925044,5870,21.932960893854748,179,186.66666666666666,6,1916.0,1,95384
2.3916226800612974,5873,21.927777777777777,180,187.0,6,1920.0,1,95536
2.391933287950987,5876,21.994444444444444,180,187.66666666666666,6,1922.0,1,95672
2.3907127062425584,5879,21.96685082872928,181,187.66666666666666,6,1923.0,1,95790
2.3913634818089085,5882,22.005524861878452,181,188.0,6,1928.0,1,95921
2.3921070460704605,5904,22.07734806629834,181,188.66666666666666,6,1930.0,1,96263
2.39207719654647,5907,22.093922651933703,181,189.0,6,1934.0,1,96394
2.392216582064298,5910,22.14917127071823,181,189.66666666666666,6,1936.0,1,96524
2.392561284868977,5915,22.265193370165747,181,190.0,6,1939.0,1,96693
2.3929054054054055,5920,22.298342541436465,181,190.66666666666666,6,1941.0,1,96831
2.3929113924050633,5925,22.320441988950275,181,191.0,6,1945.0,1,96965
2.3931883324903054,5931,22.392265193370164,181,191.66666666666666,6,1947.0,1,97117
2.3937299848306086,5933,22.408839779005525,181,192.0,6,1952.0,1,97244
2.393934288121314,5935,22.425414364640883,181,192.66666666666666,6,1954.0,1,97358
2.3947457056247896,5938,22.43646408839779,181,193.0,6,1959.0,1,97495
2.3947501261988893,5943,22.464088397790054,181,193.66666666666666,6,1962.0,1,97632
2.3949537426408747,5945,22.49171270718232,181,194.0,6,1966.0,1,97759
2.3954935261476376,5947,22.552486187845304,181,194.66666666666666,6,1968.0,1,97889
2.3958648512355016,5949,22.696132596685082,181,195.0,6,1973.0,1,98050
2.396505376344086,5952,22.70718232044199,181,195.66666666666666,6,1976.0,1,98183
2.396777442094663,5958,22.773480662983424,181,196.0,6,1980.0,1,98365
2.396979865771812,5960,22.790055248618785,181,196.66666666666666,6,1981.0,1,98488
2.39738430583501,5964,22.80110497237569,181,197.0,6,1986.0,1,98623
2.77526444263629,6145,22.808743169398905,183,197.66666666666666,6,2013.0,1,102025
2.7764227642276422,6150,22.852459016393443,183,198.0,6,2019.0,1,102184
2.7770555736106597,6154,22.831521739130434,184,198.66666666666666,6,2022.0,1,102361
2.777326620107195,6157,22.858695652173914,184,199.0,6,2026.0,1,102493
2.7773088784288267,6161,22.918478260869566,184,199.66666666666666,6,2027.0,1,102635
2.7777417261518496,6164,23.016304347826086,184,200.0,6,2031.0,1,102790
2.778894472361809,6169,23.043478260869566,184,200.66666666666666,6,2034.0,1,102947
2.778083522175461,6178,23.059782608695652,184,201.0,6,2038.0,1,103078
2.77761604399159,6183,23.07608695652174,184,201.66666666666666,6,2042.0,1,103220
2.7772029102667743,6185,23.043243243243243,185,201.66666666666666,6,2044.0,1,103356
2.7833440721649483,6208,23.00537634408602,186,202.0,6,2048.0,1,103734
2.784645098985997,6213,23.080645161290324,186,202.66666666666666,6,2050.0,1,103896
2.785070785070785,6216,23.107526881720432,186,203.0,6,2055.0,1,104033
2.7860584645036943,6226,23.155913978494624,186,203.66666666666666,6,2062.0,1,104230
2.7856341189674523,6237,23.20967741935484,186,204.0,6,2071.0,1,104423
2.7895579756566304,6244,23.247311827956988,186,204.66666666666666,6,2073.0,1,104634
